flightNo,airline,departureTime,arrivalTime,firstCount,busCount,econCount,windowCount,aisleCount,totalSeats, SourceAirport, DestAirport
589,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'WKK', 'AKO'
626,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'KQA', 'ANV'
627,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANV', 'KQA'
656,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANN', 'EDF'
657,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'EDF', 'ANN'
670,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALN', 'ARX'
671,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARX', 'ALN'
694,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AUK', 'JLH'
695,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'JLH', 'AUK'
710,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANN', 'AHT'
711,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AHT', 'ANN'
734,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ASY', 'NDV'
735,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'NDV', 'ASY'
782,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AXG', 'JLH'
783,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'JLH', 'AXG'
826,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABQ', 'AEL'
827,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AEL', 'ABQ'
862,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'LTS', 'RLI'
863,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'RLI', 'LTS'
904,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'APV', 'ANV'
905,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANV', 'APV'
922,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ASY', 'AAF'
923,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AAF', 'ASY'
962,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'NGZ', 'ALI'
963,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALI', 'NGZ'
970,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANP', 'AIB'
971,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AIB', 'ANP'
1000,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASX', 'ANY'
1001,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANY', 'ASX'
1010,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'CVO', 'AST'
1011,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AST', 'CVO'
1040,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AHF', 'OTS'
1041,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'OTS', 'AHF'
1070,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANP', 'ARC'
1071,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARC', 'ANP'
1094,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AAF', 'ALS'
1095,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ALS', 'AAF'
1140,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ATW', 'ALB'
1141,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALB', 'ATW'
1186,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANB', 'AET'
1187,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AET', 'ANB'
1190,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AXX', 'ADG'
1191,3,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ADG', 'AXX'
1226,3,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AID', 'ABL'
1227,3,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ABL', 'AID'
1270,3,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'CAK', 'AXS'
1271,3,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXS', 'CAK'
1274,3,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ASY', 'AFO'
1275,3,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AFO', 'ASY'
10,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ASY', 'ATS'
11,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATS', 'ASY'
32,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALX', 'OTS'
33,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'OTS', 'ALX'
34,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADR', 'ATS'
35,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ATS', 'ADR'
56,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AET', 'AKI'
57,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKI', 'AET'
62,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AEX', 'MRI'
63,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'MRI', 'AEX'
94,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AHH', 'ANA'
95,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANA', 'AHH'
136,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'LTS', 'JLH'
137,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'JLH', 'LTS'
166,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AAF', 'AKI'
167,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AKI', 'AAF'
168,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALI', 'ANY'
169,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANY', 'ALI'
200,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADT', 'EDF'
201,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'EDF', 'ADT'
226,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'VJI', 'OTS'
227,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'OTS', 'VJI'
260,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADT', 'ANN'
261,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANN', 'ADT'
264,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARB', 'ATW'
265,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATW', 'ARB'
296,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AIV', 'AFO'
297,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AFO', 'AIV'
340,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ADM', 'AST'
341,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AST', 'ADM'
358,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ADG', 'AMN'
359,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AMN', 'ADG'
378,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'WKK', 'ANQ'
379,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANQ', 'WKK'
384,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AYZ', 'CVO'
385,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CVO', 'AYZ'
430,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'CVO', 'LTS'
431,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'LTS', 'CVO'
436,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AMA', 'WKK'
437,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'WKK', 'AMA'
478,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AAF', 'AXX'
479,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AXX', 'AAF'
510,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANP', 'AIB'
511,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIB', 'ANP'
544,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'LTS', 'QAW'
545,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'QAW', 'LTS'
546,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANY', 'AKC'
547,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKC', 'ANY'
558,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AGN', 'AHN'
559,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AHN', 'AGN'
564,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AYZ', 'AED'
565,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AED', 'AYZ'
582,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AXX', 'WKK'
583,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'WKK', 'AXX'
604,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AFO', 'ANC'
605,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANC', 'AFO'
624,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANC', 'ANV'
625,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANV', 'ANC'
626,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AIA', 'AXG'
627,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AXG', 'AIA'
666,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AAF', 'AMA'
667,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AMA', 'AAF'
716,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'JLH', 'AYZ'
717,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AYZ', 'JLH'
742,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'HMN', 'APG'
743,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'APG', 'HMN'
750,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'NAB', 'ESF'
751,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ESF', 'NAB'
784,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AQY', 'DYS'
785,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'DYS', 'AQY'
832,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANN', 'AOS'
833,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AOS', 'ANN'
838,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'APV', 'ALM'
839,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALM', 'APV'
870,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATE', 'ARB'
871,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ARB', 'ATE'
902,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'NGZ', 'ANQ'
903,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANQ', 'NGZ'
946,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AHT', 'AXG'
947,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AXG', 'AHT'
990,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALI', 'ANN'
991,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANN', 'ALI'
1036,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANQ', 'ALS'
1037,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALS', 'ANQ'
1064,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANV', 'AET'
1065,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AET', 'ANV'
1100,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ARB', 'AEL'
1101,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AEL', 'ARB'
1118,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANC', 'ANY'
1119,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANY', 'ANC'
1138,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABR', 'AET'
1139,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AET', 'ABR'
1162,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANW', 'AKO'
1163,4,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AKO', 'ANW'
1172,4,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AHH', 'AYZ'
1173,4,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AYZ', 'AHH'
1206,4,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXN', 'NDV'
1207,4,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'NDV', 'AXN'
1224,4,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AND', 'MMI'
1225,4,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MMI', 'AND'
22,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'WKK', 'ARB'
23,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARB', 'WKK'
62,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALM', 'AKP'
63,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKP', 'ALM'
66,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANA', 'AIK'
67,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AIK', 'ANA'
76,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANC', 'AMA'
77,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AMA', 'ANC'
104,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALB', 'ANY'
105,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANY', 'ALB'
134,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AFO', 'ADT'
135,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ADT', 'AFO'
148,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CAK', 'ALE'
149,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ALE', 'CAK'
194,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ASY', 'ALE'
195,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALE', 'ASY'
234,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALS', 'AET'
235,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AET', 'ALS'
238,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AHF', 'ABY'
239,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABY', 'AHF'
242,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADR', 'LTS'
243,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'LTS', 'ADR'
244,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALM', 'EDF'
245,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'EDF', 'ALM'
264,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ARX', 'AHN'
265,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AHN', 'ARX'
300,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AXS', 'AXX'
301,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXX', 'AXS'
318,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ARX', 'QAW'
319,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'QAW', 'ARX'
350,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATW', 'AOS'
351,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AOS', 'ATW'
360,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARX', 'ANW'
361,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANW', 'ARX'
386,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'NDV', 'EDF'
387,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'EDF', 'NDV'
412,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALS', 'AHT'
413,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHT', 'ALS'
432,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'APV', 'TDW'
433,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'TDW', 'APV'
468,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CVO', 'AXS'
469,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXS', 'CVO'
484,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'QAW', 'MMI'
485,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'MMI', 'QAW'
504,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ASX', 'AND'
505,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AND', 'ASX'
546,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALS', 'AOS'
547,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AOS', 'ALS'
592,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'VJI', 'AIB'
593,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AIB', 'VJI'
602,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANW', 'AHT'
603,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHT', 'ANW'
616,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHH', 'ASX'
617,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASX', 'AHH'
648,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ASX', 'AND'
649,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AND', 'ASX'
688,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANI', 'DYS'
689,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'DYS', 'ANI'
726,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'RFK', 'ASY'
727,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ASY', 'RFK'
752,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASE', 'CVO'
753,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'CVO', 'ASE'
798,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AGN', 'ESF'
799,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ESF', 'AGN'
808,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARC', 'AMN'
809,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AMN', 'ARC'
816,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALI', 'ABY'
817,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABY', 'ALI'
866,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AND', 'ALE'
867,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ALE', 'AND'
894,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALS', 'KQA'
895,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'KQA', 'ALS'
902,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AFO', 'WKK'
903,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'WKK', 'AFO'
918,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASY', 'QAW'
919,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'QAW', 'ASY'
926,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'DYS', 'AAF'
927,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AAF', 'DYS'
964,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AXN', 'AYZ'
965,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AYZ', 'AXN'
1010,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'RLI', 'LTS'
1011,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'LTS', 'RLI'
1054,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANN', 'ATW'
1055,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATW', 'ANN'
1088,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANV', 'AKO'
1089,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKO', 'ANV'
1128,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANB', 'ASY'
1129,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ASY', 'ANB'
1178,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANQ', 'ALX'
1179,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALX', 'ANQ'
1204,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AOS', 'AST'
1205,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AST', 'AOS'
1248,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ABR', 'ALE'
1249,5,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALE', 'ABR'
1276,5,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AMN', 'KQA'
1277,5,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'KQA', 'AMN'
1324,5,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'DYS', 'TDW'
1325,5,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'TDW', 'DYS'
1334,5,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'CAK', 'AKC'
1335,5,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKC', 'CAK'
4,6,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ALX', 'NAB'
5,6,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'NAB', 'ALX'
28,6,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABQ', 'APG'
